,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30,Gene_31,Gene_32,Gene_33,Gene_34,Gene_35,Gene_36,Gene_37,Gene_38,Gene_39,Gene_40,Gene_41,Gene_42,Gene_43,Gene_44,Gene_45,Gene_46,Gene_47,Gene_48,Gene_49,Gene_50
Cell_274,1.3602,1.3622,0.46,1.1159,0.8673,1.4101,1.2122,1.5484,2.2576,0.7506,1.5038,0.1793,1.8856,0.2144,1.0529,3.6993,3.9308,3.425,4.5688,1.9753,1.6272,1.0713,0.7749,0.6554,0.8144,1.4835,1.2895,2.1231,1.2911,1.1544,0.4244,1.2608,0.1328,0.2487,1.0734,1.6892,0.7968,1.143,0.6109,1.1258,1.7665,0.5903,0.4943,0.0596,1.4374,1.4024,1.061,0.5255,0,1.7601
Cell_275,2.024,0.7008,0.1882,0.7849,1.3193,1.2012,1.0672,1.0498,0.6695,0.9437,1.4132,0.7707,1.5742,0.8149,1.7635,4.1526,3.6634,4.0192,4.0247,3.422,1.3292,2.1779,1.2966,0.7463,1.1062,0.1569,0.2934,1.0098,1.0288,0.6601,0.7192,0.2451,1.2633,1.2548,1.136,0.2221,0.596,1.2214,2.4729,1.75,0.829,0.6966,0.7677,1.2141,0.8584,0.4751,1.3409,0.5932,0.2381,1.6198
Cell_276,1.3243,0.1963,1.1351,1.3646,1.5143,0.5663,0,0.9456,0.2607,0.7201,1.1323,1.3045,1.2171,0.712,1.2717,4.2093,4.238,5.0735,3.8993,3.8532,0.6154,1.2182,1.0422,1.0507,1.1072,1.29,0.4642,0.9823,0,1.0329,0.747,0.7947,1.2087,0,1.4065,0.634,0.5565,1.4064,0.8356,1.2762,1.0617,0.471,0.7999,1.4275,0.0116,0.6368,1.3294,1.7575,1.1762,0.373
Cell_277,1.0437,1.0976,0.9037,0.9591,0.7299,1.6892,0.3617,1.2772,0.6516,0.6008,1.7005,0.8492,0.223,0.9005,0.6495,3.9633,4.2606,3.6614,4.2038,3.2342,1.1663,1.9581,1.3461,1.3308,0.4234,1.3585,1.8868,0.4339,0.3772,1.1018,1.1043,1.1259,0.4093,1.2976,0.6019,0.591,0.3411,1.6174,1.0708,0.9966,1.442,0.5571,0.7625,0.4676,0.4309,1.6602,1.4537,0.5326,1.6737,0.69
Cell_278,1.3394,0.6474,1.8037,0.7523,0.5569,0.8037,0.4398,1.4503,1.9711,0.2952,0.9389,0.233,0.7331,0.3722,0.9896,4.7225,4.2909,3.9495,4.1052,3.6009,1.0516,0.8753,1.2581,0.7551,1.8772,0.995,0.5605,1.3946,1.8555,2.073,0.6659,0.808,1.459,1.1053,1.5547,1.0139,1.6062,0.692,0.6099,0.514,1.3614,0.4706,2.0122,0.9096,1.2125,1.3661,0.8468,0.3504,1.811,1.0679
Cell_279,0.6809,0.3564,1.1858,1.2973,0.9826,0.9205,2.1598,1.306,1.5648,0,1.2783,1.6093,1.0646,1.4891,1.1083,3.1312,3.4095,2.8489,2.7899,4.3352,0.9726,0.5829,0.5897,1.21,1.683,1.3045,0.9264,0.7597,0.5126,0.9353,0.4984,1.1839,0.7233,1.3707,0.831,0.7794,1.4482,1.6136,2.0492,1.4455,0.9512,0.3987,1.6608,0.7614,1.8028,1.1318,0,1.1392,0.5109,0.728
Cell_280,1.0086,1.5232,0.4141,0.0754,0.9485,1.5244,1.0469,1.7365,1.3591,1.9971,1.4942,0.126,1.028,1.0218,0.9959,4.5164,5.4922,4.1413,4.5694,4.355,1.1595,1.9711,1.4259,0.9927,0.2519,1.1299,1.6003,0.7369,0.7714,0.7473,0.499,1.3989,0.484,1.5823,1.3967,0.7318,1.9713,1.2015,0.7028,1.6914,1.3129,1.6318,1.1702,0.9174,1.516,0.2289,0.9365,0.4754,0.7724,1.323
Cell_281,0.1372,0,0.6622,0.3313,0.5653,1.4779,0.51,2.0383,1.378,1.6598,1.6196,1.0427,0.5426,1.472,0,4.7043,4.5181,3.2039,3.9558,4.0473,1.0409,1.6058,1.4709,0.7928,0.6469,0.7247,0.6628,0.8345,1.0778,1.7765,1.2747,0.4507,0.7049,0.9323,1.7606,0.7309,1.5124,1.8913,1.6813,0.3189,0.6675,0.9845,1.1614,0.4919,0.6577,1.0373,0.4691,0.4329,0.9125,2.2131
Cell_282,1.1375,1.3082,1.1447,0.5411,1.8684,1.3098,0.5922,1.0003,1.4623,0.9769,0.8791,1.4291,1.6093,1.3599,1.0306,3.9431,3.3276,3.9337,4.3509,3.2417,1.6653,0,1.0716,0.9692,1.3004,0.6859,1.5767,0.8762,0.966,1.3835,0,0.7915,2.1672,0,1.109,0.5311,1.1679,1.0542,0.3759,1.5223,0.2315,0.9741,0.7595,0.8669,1.5272,0.1942,1.0888,0.3817,0.1959,1.7561
Cell_283,1.8279,1.4199,1.2925,0.2016,0.9142,0.7302,1.3465,0.8826,1.0985,0.4104,0.557,0,1.5489,0.7306,2.0943,3.2035,4.3104,3.1655,2.8404,3.4441,0.672,1.2765,1.1174,1.0512,0.0197,0.5656,0.9375,0.9511,0.1109,0.8049,0.7471,1.2618,1.0574,0.7469,0.9157,2.0593,0.752,0.685,0.7098,1.7443,0.3365,1.2289,2.5293,1.3788,0.3013,0.6547,0.6452,0.7001,0.6241,0.6309
Cell_284,1.5584,1.3684,1.3749,1.9859,1.9441,0.6273,0.501,1.1948,0.8616,1.3372,1.47,0.7442,0.293,1.3343,1.747,3.7366,3.4526,3.8978,4.1175,4.1339,1.3504,1.131,0.2159,1.4609,2.0664,1.1108,1.4721,1.5934,0.785,1.3413,0.701,0.3808,1.5626,0.8577,1.3099,1.0132,1.4431,1.0471,1.0305,0.4713,1.3541,0.9632,1.1561,0.8749,1.4463,1.0658,0.0265,1.0033,1.3274,0.9252
Cell_285,0.9516,1.2244,1.084,1.6056,1.3155,1.1074,1.8353,1.2615,1.4448,0.4633,1.5364,0.8545,2.3351,0.913,1.1326,3.6097,5.0225,3.8511,3.3932,3.4166,0.9982,1.2185,1.5343,1.2604,1.2349,0.786,0.8948,0.926,0.8016,1.3321,1.1869,1.3675,1.7458,1.4708,0.68,0.9308,1.2025,1.4488,1.3311,0.1495,1.2334,0.7992,0.9866,1.3426,0.0668,1.6601,1.5681,0.7011,0.5694,1.1037
Cell_286,1.668,0.9513,1.5042,1.2276,2.2269,1.373,0.8466,1.3865,0.6272,1.106,0.5082,1.1393,1.4402,0.8464,0.3964,5.3848,4.6893,3.3567,4.0525,3.0902,0.0013,1.5265,1.1102,0.3331,1.8134,0.5726,0.5103,1.189,1.1833,1.0649,0.3953,1.055,0.845,1.0113,0.5239,1.5324,0.8265,1.2957,0.8223,0.6533,0.8038,0.7939,0.7343,0.768,1.2675,1.2801,0.8543,0.6,0.8911,1.0855
Cell_287,1.3102,0.3313,0.9733,0.3367,0.9816,0.8967,1.6191,1.0635,1.8068,2.4377,1.6814,0.8016,0.056,0.8002,0.5435,4.7452,4.1458,4.4138,3.3244,4.1382,0.723,1.011,1.3149,0.9271,0.0654,0.8936,0.6813,2.0863,2.0274,0.3053,1.3402,0.3717,1.8307,1.5489,1.1232,1.1081,1.5157,1.9482,1.4657,1.5625,0.4989,0,1.4859,1.0732,1.2641,1.3626,1.1766,0.0015,1.8565,0.9913
Cell_288,0.5174,1.4085,1.6952,0.2481,1.42,1.1231,1.0084,1.3401,0.6838,0.3569,1.1238,0.4658,1.0908,0.9137,1.1249,3.9893,4.5643,5.1711,4.3522,4.8794,1.4648,1.6172,0.985,1.1857,0,0.5708,0.5378,0.8415,0.7704,0.9424,1.4313,0.7863,0.7168,0.8236,0.7847,1.4433,0.6546,1.3928,1.2419,1.7511,0.1858,0.8362,2.1903,0.3312,1.7571,1.2855,1.5335,1.2279,1.225,0.9557
Cell_289,1.146,0.8384,0.5388,1.126,1.2549,0.5932,0.9742,0,0.2532,1.4351,0.1383,1.6131,1.3808,0.9375,0.654,3.9224,4.2199,3.7691,3.1465,3.3284,0.6058,0,0.5014,1.5199,1.1881,1.9434,1.0209,0.9297,1.0879,1.1515,1.2627,1.5505,1.0699,1.0051,1.2555,0.3754,1.1231,1.1035,1.1739,0.7391,0,1.4019,1.2265,1.0748,1.442,1.151,0.9734,1.3102,0.7402,1.3257
Cell_290,0,2.2045,1.5465,0.8119,1.5858,2.2489,0.3277,0.7883,1.0498,0.3964,0.6567,1.2733,0.3061,0.6127,1.2151,3.5953,4.3987,3.9395,3.6553,2.9759,0.2375,1.5376,0.0599,0.8262,0.874,0.4982,1.2486,0.2599,1.5928,1.1734,1.1339,1.3069,1.1481,1.5298,1.2727,1.8654,1.4539,1.3852,1.157,1.5844,0.6057,0.9693,0.6165,0.6708,0.3225,1.0623,1.9044,0.9689,0.5964,1.137
Cell_291,1.3777,0.9534,0.5358,0.8072,1.2259,0.2455,0.4355,0.4373,0.4891,0.9565,0.8743,0.1407,0.5914,0.6321,0.5868,4.4009,3.0545,4.6565,4.0255,3.5143,1.0422,1.6716,0.9883,2.019,1.4254,1.0216,1.2505,1.8033,0.9786,0.1599,0.7387,0.7583,0.7532,0.2438,0.879,0.3578,0.2042,1.0372,0,0.4935,0.5534,0.8911,1.7322,1.1297,1.4631,1.1324,0.9305,0.8711,0.6453,0.1891
Cell_292,1.2706,1.2508,0.2442,1.2063,1.2882,0.5758,0.0162,1.529,0.8733,0.4065,1.2244,1.4716,0.0643,1.1107,0.7481,5.4696,5.0091,3.8704,3.3034,3.5325,1.74,1.1136,0.573,1.3845,0.7069,1.1236,0.6508,1.8986,0.3892,1.2279,1.5019,0.2851,0.9099,0.6933,1.3733,1.0754,0.8165,0.8603,0.8807,1.3501,1.8821,1.2089,1.1555,1.7945,0.8771,1.008,1.8672,1.4823,1.1368,0.8718
Cell_293,1.3996,1.6917,0.6201,0.6349,0.3401,0.3968,1.0944,0.2943,0,1.9081,1.5283,1.0044,1.1199,1.2669,0.2089,5.4665,4.9838,3.9255,4.9785,3.8853,0.3659,0.7284,1.3717,1.4546,0.6822,1.6558,1.2614,0.6001,0,0.1554,0.0877,0.5388,0.8626,1.3829,1.3326,1.2905,1.0676,1.4645,1.2584,0.8162,2.0999,0.9928,1.4873,0.8295,1.4714,1.127,1.5507,0.6399,0.9739,0.5333
Cell_294,1.1799,0.2494,2.0359,1.0035,1.8691,1.4159,1.1075,0.939,0.6482,1.1343,0.948,0.397,0.4267,0.2549,0.6729,3.9395,4.0492,4.0184,4.049,5.0418,1.3477,0.662,1.2033,0.6062,1.8786,1.1541,1.4481,1.397,0.6895,1.2925,0.3743,0.3644,2.1354,1.1761,1.1666,1.2193,0.5804,0.9681,1.9906,1.9415,1.8473,0.5086,0.862,1.0951,1.0595,1.653,1.7127,1.1457,1.5224,2.0957
Cell_295,1.5223,0.6598,2.1026,1.4133,1.426,1.534,0.8541,1.1654,1.8476,0.4658,1.8801,0.2177,0.5545,2.2099,0.7827,5.0723,3.7535,3.6131,4.7476,3.3476,0.2591,0.604,0.9045,0.7117,1.2138,0.4114,0.756,1.3145,1.7541,0.0658,0.6807,0.8401,0.7376,0.8879,0.5932,0.5009,1.2182,1.0253,1.3357,0.9091,0.3581,0.9463,0.6995,1.5452,0.7907,0.4406,0.9911,1.4098,0.8719,1.9275
Cell_296,0.8271,1.5656,0.935,1.2815,0.5201,0.7451,1.3988,1.1905,0.4716,0.7985,1.0989,0.8941,0.7645,1.1744,0.4936,5.2075,3.7757,4.1964,4.2322,3.1116,1.1497,1.0093,0.7987,0.8123,1.7852,1.4774,1.2438,0.1514,1.2506,1.1233,1.7221,1.0092,0.5636,0.6169,0.8042,2.5568,0.0761,0.9997,0.8873,1.7081,1.0429,1.1042,0.9746,1.5718,0.784,1.6304,0.2082,1.483,0.5663,0.9145
Cell_297,1.3676,0.921,0.8189,1.204,1.6742,1.4493,0.434,1.1809,0.5938,0.9129,0.8261,0.5561,1.4429,1.1767,0,2.5718,4.8466,5.0519,4.4805,3.9262,1.4875,1.33,1.2945,0.954,1.1548,0.6235,1.4111,0.6577,1.8482,0.2944,0.2272,1.3066,1.5518,0.6336,1.2317,0.9035,0.418,0.4113,0.2563,1.3026,1.7087,1.0689,0.9981,0.3707,0.6335,1.3999,0.6377,1.2216,0.2667,0.8491
Cell_298,0.6169,1.1501,1.6027,1.4439,0.2591,0.3285,1.9928,0.6666,1.8965,1.6955,0.8592,1.7676,0.9357,0.6944,0.5187,3.9141,3.5935,4.606,4.126,4.3029,0.7105,1.4499,0.5406,1.025,0.9073,1.4491,1.0207,1.1253,0.3838,0.7239,1.524,0.727,0.3462,0,1.1327,0.7806,1.9183,0.7419,1.2312,1.2668,0.5282,1.0908,1.4426,0.6472,1.2786,0.2771,0.3864,0.5778,0.466,0.7763
Cell_299,1.2501,1.2241,1.0147,0.7047,0.2911,1.0559,0.8226,0.0398,1.0567,0.685,1.3005,1.747,0.6592,1.3164,0.8808,4.7253,3.9415,4.4964,3.9229,3.495,0.8856,0.9119,1.2142,1.2248,1.2492,1.6524,1.418,0.7514,1.1892,1.696,0.4739,1.248,0.8734,0.8993,1.4728,0,0.2761,0.2863,0.8533,1.3193,0.8935,0.3468,1.0602,0.2945,1.731,0.9132,0.7627,0.9902,1.3009,0.4915
Cell_300,1.0657,0,0.9774,0.9438,1.0626,1.595,0.6434,0.5456,1.473,0.5775,1.8004,1.3367,1.8246,1.0161,0.6128,4.7393,5.0603,4.667,3.521,2.717,0.6702,2.0271,0.7307,0.9998,0.8333,1.1517,1.2545,0.8255,1.4109,0.3445,0.9709,0.0281,1.8652,1.4866,1.0588,2.0538,1.1418,1.0473,0.8603,1.6622,1.2667,1.3593,0.1166,0.9782,0.5984,1.9635,0.509,0.4496,1.4636,0.9587
